Airport name,IATA code,ICAO code
Poprad/Tatry Airport,TAT,LZTT
Preov Airport,POV,LZPW
ilina Airport,ILZ,LZZI
Ljubljana-Brnik Airport,LJU,LJLJ
Maribor Airport,MBX,LJMB
entvid pri Sticni Airfield,,
Bellona Airport,BNY,AGGB
Gavutu Seaplane Base,,
Guadalcanal Airport,GSI,
Henderson Field,HIR,AGGH
Honiara-Henderson International Airport,HIR,AGGH
Kirakira Airport,IRA,AGGK
Mbambanakira Airport,MBU,AGGI
Stirling Airfield,MNY,AGGO
Baidoa Airport,BIB,HCMB
Baledogle Airfield,,
Berbera Airport,BBO,HCMI
Borama Airport,BXX,
Bosaso-Bender Qassim International Airport,BSA,HCMF
Dolow Airport,,
Elberde Airstrip,,
Galkayo Airport,GLK,HCMR
Garbaharey Airport,GBM,
Guri'el Airstrip,,
Hargeisa Airport,HGA,HCMH
K-50 Airport,,
Mogadishu Aden Adde International Airport,MGQ,HCMM
Mogadishu International Airport,MGQ,HCMM
Xuddur Airport,,
Bloemfontein International Airport,BFN,FABL
Bloemfontein/New Tempe,,FATP
Bloemspruit Air Force Base,BFN,FABL
Cape Town International Airport,CPT,FACT
Cape Town-Wingfield Aerodrome,,
Durban International Airport,DUR,FADN
Durban-Louis Botha Airport,DUR,FADN
Durban-Stamford Hill Airport,,
Durban-Virginia Airport,VIR,FAVG
East London Airport,ELS,FAEL
George Airport,GRJ,FAGG
Grahamstown,,FAGT
Hoedspruit Airport,HDS,FAHS
Johannesburg International Airport,JNB,FAJS
Johannesburg-Jan Smuts Airport,JNB,FAJS
Johannesburg-O.R. Tambo International Airport,JNB,FAOR
Johannesburg-Palmietfontein Airport,,
Johannesburg/Germiston-Rand Airport,QRA,FAGM
Langebaanweg Air Force Base,SDB,FALW
Lanseria Airport,HLA,FALA
Lydenburg,,FALL
Mala Mala Airport,AAM,FAMD
Manzengwenya Aerodrome,,
Margate Airport,MGH,FAMG
Mmabatho Mafikeng International Airport,MBD,FAMM
Mthatha Airport,UTT,FAUT
Nelspruit-Kruger Mpumalanga International Airport,MQP,FAKN
Nyala Lodge Airstrip,,
Phalaborwa Airport,PHW,FAPH
Pietermaritzburg Airport,PZB,FAPM
Polokwane International Airport,,FAPP
Port Elizabeth Airport,PLZ,FAPE
Pretoria-Wonderboom Airport,PRY,FAWB
Queenstown Airport,UTW,FAQT
Sabi Sabi Airport,GSS,FASE
Skukuza Airport,SZK,FASZ
Sun City-Pilanesberg Airport,NTY,FAPN
Swartkop Air Force Base,,FASK
Tzaneen-Letaba Airport,LTA,FATZ
Waterkloof Air Force Base,WKF,FAWK
Busan-Gimhae (Pusan) International Airport,PUS,RKPK
Chinhae Airport,CHF,RKPE
Daegu (Taegu) International Airport,TAE,RKTN
Daegu (Taegu) K-2 Air Base,TAE,RKTN
Gunsan (Kunsan) Airport,KUV,RKJK
Jeju (Cheju) International Airport,CJU,RKPC
Jinhae (K-10) Air Base,,
Kangnung Air Base,KAG,RKNN
Kangnung Airport,KAG,RKNN
Mokpo Airport,MPK,RKJM
Osan Air Base,OSN,RKSO
Pohang Air Base,KPO,RKTH
Pohang Airport,KPO,RKTH
Pusan East (K-9) Air Base,,
Pyongtaek-Desiderio AAF,,RKSG
Seongmu Air Base,,RKTE
Seoul (K-16) Air Base,SSN,RKSM
Seoul (unknown airport),,
Seoul-Gimpo (Kimpo) International Airport,SEL,RKSS
Seoul-Incheon International Airport,ICN,RKSI
Seoul-Seongnam Air Base,SSN,RKSM
Seoul-Yeouido Air Base,,
Su Won (K-13) Air Base,SWU,RKSW
Ulsan Airport,USN,RKPU
Adar Yel Airstrip,,HSAD
Akobo Airport,,HSAK
Alek Airstrip,,
Aweil Airport,,HSAW
Ayod Airstrip,,
Boma Airstrip,,
Bor Airport,,HSBR
Bunagok Airstrip,,
Doro Airstrip,,
Foxtrot Airstrip,,
Jiech,,
Juba Airport,JUB,HSSJ
Kapoeta Airport,,HSKP
Kuajok Airstrip,,
Lankein Airstrip,,
Lima-25 airstrip,,
Lubi Airstrip,,
Maban Airstrip,,HSMB
Malakal Airport,MAK,HSSM
Mandeng Airstrip,,
Marial Bal Airstrip,,
Maridi Airport,,HSMD
Mathiang Airfield,,
Nasir Airport,,HSNA
Natinga Airport,,
Nzara Airfield,,
Old Fangak,,
Padek Airstrip,,
Paloich Airport,HGI,HSFA
Panyagor Airstrip,,
Pieri Airstrip,,
Rubkona Airport,,
Rumbek Airport,RBX,HSMK
Tharjath Airstrip,,
Tonj Airfield,,HSTO
Walgak Airstrip,,
Wau Airport,WUU,HSWW
Wunrok Airstrip,,
Yambio Airport,,HSYA
Yei Airport,,HSYE
Yida Airstrip,,
Yirol Airstrip,,HSYL
Albacete Airport,ABC,LEAB
Albacete-Los Llanos Air Base,ABC,LEAB
Alicante Airport,ALC,LEAL
Almeria Airport,LEI,LEAM
Ampuriabrava Airport,,LEAP
Badajoz-Talaveral La Real Airport,BJZ,LEBZ
Barcelona-El Prat Airport,BCN,LEBL
Bilbao Airport,BIO,LEBB
Cordoba Airport,ODB,LEBA
Gerona-Costa Brava Airport,GRO,LEGE
Granada Airport,GRX,LEGR
Guadalcanal Airstrip,,
Guadalcanal-Los Tomillares Airstrip,,
Huesca-Pirineos Airport,HSK,LEHC
Ibiza Airport,IBZ,LEIB
Jerez Air Base,XRY,LEJR
Jerez-La Parra Airport,XRY,LEJR
La Coruña Airport,LCG,LECO
La Palma-Buena Vista Airport,,
Lanzarote Airport,ACE,GCRR
Las Palmas-Airport de Gran Canaria,LPA,GCLP
Las Palmas-Gando Air Base,LPA,GCLP
León Airport,LEN,LELN
Madrid-Barajas Adolfo Suárez Airport,MAD,LEMD
Madrid-Barajas Airport,MAD,LEMD
Madrid-Cuatro Vientos Air Base,,LEVS
Madrid-Cuatro Vientos Airport,ECV,LECU
Madrid-Torrejón AFB,TOJ,LETO
Madrid/Getafe Airport,,LEGT
Málaga Airport,AGP,LEMG
Melilla Airport,MLN,GEML
Menorca-Mahón Airport,MAH,LEMH
Morón Air Base,OZP,LEMO
Murcia-San Javier Airport,MJV,LELC
Oviedo/Aviles-Asturias Airport,OVD,LEAS
Palma de Mallorca Airport,PMI,LEPA
Palma de Mallorca-Son San Juan Air Base,PMI,LEPA
Port de Pollença,,
"Puerto del Rosario Airport, Canary Islands/Fuerteventura Island",FUE,GCFV
Reus Airport,REU,LERS
Rota Naval Air Base,ROZ,LERT
Sabadell Airport,QSA,LELL
Salamanca-Matacan Airport,SLM,LESA
San Sebastián-Fuenterrabia Airport,EAS,LESO
Santa Cruz-La Palma Airport,SPC,GCLA
Santander Airport,SDR,LEXJ
Santiago de Compostela Airport,SCQ,LEST
Sevilla Airport,SVQ,LEZL
Son Bonet Airport,,LESB
Tenerife-Los Rodeos Airfield,TCI,GCXO
Tenerife-Los Rodeos International Airport,TCI,GCXO
Tenerife-Norte Los Rodeos Airport,TFN,GCXO
Tenerife-Sur Reina Sofia Airport,TFS,GCTS
Valencia Airport,VLC,LEVC
Valencia-Manises Air Base,VLC,LEVC
Valladolid Airport,VLL,LEVD
Vigo Airport,VGO,LEVX
Vitoria Airport,VIT,LEVT
Zaragoza Airport,ZAZ,LEZG
Anuradhapura Airport,ACJ,VCCA
Colombo (unknown airport),,
Colombo-Bandaranaike International Airport,CMB,VCBI
Colombo-Katunayake International Airport,CMB,VCBI
Colombo-Ratmalana Airport,RML,VCCC
Jaffna-Kankesanturai Airport,JAF,VCCJ
Jaffna-Palaly Air Base,JAF,VCCJ
Katunayake RAF Station,CMB,VCBI
Koggala RAF Station,KCT,VCCK
Negombo RAF Station,CMB,VCBI
Sigiriya RAF Station,GIU,VCCS
Wirawila Airport,WRZ,VCCW
Nevis-Newcastle Airport,NEV,TKPN
Saint Kitts-Golden Rock Airport,SKB,TKPK
Dongola Airport,DOG,HSDN
El Fasher Airport,ELF,HSFS
El Obeid Airport,EBD,HSOB
Eldebba Airport,EDB,HSDB
Geneina Airport,EGN,HSCN
Heglig Airport,HEG,HSHG
Kassala Airport,KSL,HSKA
Kenana Airstrip,,HSKN
Khartoum-Civil Airport,KRT,HSSS
Khartoum-Wadi Seidna Air Base,,
Merowe Airport,MWE,HSMR
Nyala Airport,UYL,HSNL
Port Sudan Airport,PZU,HSSP
Sarif-Umra Airstrip,,
Talodi,,
Umgalala Airstrip,,
Wadi Halfa Airport,WHF,HSSW
Zalingei Airport,ZLX,HSZA
Godo Holo Airstrip,,SMGH
Jacobkondre,,
Kwamalasamutu Airfield,,SMSM
Lawa-Antino Airport,,
Paramaribo-Zanderij International Airport,PBM,SMJP
Paramaribo-Zorg en Hoop Airport,ORG,SMZO
Raleigh,,
Arvidsjaur Airport,AJR,ESNX
Gryttjom Airfield,,ESKG
Göteborg-City Airport,GSE,ESGP
Göteborg-Landvetter Airport,GOT,ESGG
Göteborg-Torslanda Airport,GOT,ESGB
Halmstad Airport,HAD,ESMT
Helsingborg-Ängelholm Airport,AGH,ESHH
Jönköping Airport,JKG,ESGJ
Jönköping-Axamo Airport,JKG,ESGJ
Karlstad Airport,KSD,ESOK
Kattleberg Airport,,
Kiruna Airport,KRN,ESNQ
Linköping-Saab Airport,LPI,ESSL
Luleå-Kallax Airport,LLA,ESPA
Malmö-Bulltofta Airport,,
Malmö-Sturup Airport,MMX,ESMS
Målöga,,
Norrköping-Kungsängen Airport,NRK,ESSP
Nyköping Airport,NYO,ESKN
Oskarshamn Airport,OSK,ESMO
Pajala Airfield,PJA,ESUP
Ronneby-Kallinge Airport,RNB,ESDF
Skövde Airport,KVB,ESGR
Stockholm (unknown airport),,
Stockholm-Arlanda Airport,ARN,ESSA
Stockholm-Bromma Airport,BMA,ESSB
Stockholm/Hägernäs F-2 Air Base,,
Trollhättan Airport,THN,ESGT
Umeå Airport,UME,ESNU
Uppsala Air Base,,ESCM
Örebro-Bofors Airport,ORB,ESOE
Örnsköldsvik Airport,OER,ESNO
Östersund-Frösön Airport,OSD,ESPC
Berne-Belp Airport,BRN,LSZB
Dübendorf Air Base,,LSMD
Genève-Cointrin Airport,GVA,LSGG
Grenchen Airport,ZHI,LSZG
Les Eplatures Airport,,LSGC
Locarno Air Base,,LSMO
Lugano Airport,LUG,LSZA
St. Gallen-Altenrhein Airport,ACH,LSZR
St. Moritz-Samedan Airport,SMV,LSZS
Zürich-Dübendorf Airport,,
Zürich-Kloten Airport,ZRH,LSZH
Abu adh Dhuhur Air Base,,
Al Qamishli Airport,KAC,OSKL
Aleppo-Nejrab Airport,ALP,OSAP
Damascus International Airport,DAM,OSDI
Damascus-Mezzeh Military Airport,,
Hamah Airport,,
Kuweires Air Base,,
Latakia Airport,LTK,OSLK
Latakia-Khmeimim Air Base,LTK,OSLK
Chiayi Airport,CYI,RCKU
Ching Chuan Kang Air Base,,RCMQ
Green Island Airport,GNI,RCGI
Hsinchu Airport,HSZ,RCPO
Hualien Airport,HUN,RCYU
Kaohsiung International Airport,KHH,RCKH
Kinmen-Shang-Yi Airport,KNH,RCBS
Magong Airport,MZG,RCQC
Matsu Airport,MFK,RCMT
Orchid Island Airport,KYD,RCLY
Taichung Airport,TXG,RCLG
Taichung-Ching Chuan Kang Airport,RMQ,RCMQ
Tainan Airport,TNN,RCNN
Taipei (unknown airport),,
Taipei-Chiang Kai Shek International Airport,TPE,RCTP
Taipei-Songshan Airport,TSA,RCSS
Taipei-Taiwan Taoyuan International Airport,TPE,RCTP
Taitung Airport,TTT,RCFN
Dushanbe Airport,DYU,UTDD
Fakhrabad Airfield,,
Kalaikhum Airfield,,
Khorog Airport,,UTOD
Kulob Airport,TJU,UTDK
Leninabad Airport,LBD,UTDL
Lyakhsh,,
Murgab Airport,,
Rushan,,
Stalinabad Airport,DYU,UTDD
Tavildara Airstrip,,
Arusha Airport,ARK,HTAR
Bukoba Airport,BKZ,HTBU
Dar es Salaam International Airport,DAR,HTDA
Dar es Salaam Julius Nyerere International Airport,DAR,HTDA
Dodoma Airport,DOD,HTDO
Grumeti Game Reserve-Kirawira B Aerodrome,GTZ,HTGR
Haydom Airstrip,,
Iringa-Nduli Airport,IRI,HTIR
Kigoma Airport,TKQ,HTKA
Kilimanjaro Airport,JRO,HTKJ
Kilwa Masoko Airport,KIY,HTKI
Klein's Camp Airstrip,,
Kleins Camp Airstrip,,
Lake Manyara Airport,LKY,HTLM
Likawage Airstrip,,
Lindi-Kikwetu Airport,LDI,HTLI
Lobo Wildlife Lodge Airstrip,,HTLO
Mafia Airport,MFA,HTMA
Mbeya Airport,MBI,HTMB
Morogoro Airport,,HTMG
Msembe Ruaha National Park,,HTMR
Mtwara Airport,MYW,HTMT
Muyowasi-Murungu Airstrip,,
Mwanza Airport,MWZ,HTMW
Seronera Airstrip,SEU,HTSN
Sumbawanga Airport,SUT,HTSU
Tabora Airport,TBO,HTTB
Zanzibar-Kisauni Airport,ZNZ,HTZA
Bangkok-Don Muang International Airport,DMK,VTBD
Bangkok-Don Muang International Airport,BKK,VTBD
Bangkok-Suvarnabhumi International Airport,BKK,VTBS
Boh Fai Airport,,
Chiang Klang Airport,,
Chiang Mai International Airport,CNX,VTCC
Chiang Rai Airport,CEI,VTCT
Hat Yai Airport,HDY,VTSS
Kanchanaburi-Surasi Air Base,,VTBG
Khon Kaen Airport,KKC,VTUK
Koh Samui Airport,USM,VTSM
Korat AFB,,VTUN
Krabi Airport,KBV,VTSG
Loei Airport,LOE,VTUL
Lop Buri Air Base,,VTBL
Mae Hong Son Airport,HGN,VTCH
Mae Sot Airport,MAQ,VTPM
Nakhon Pathom/Kamphaeng Saen Air Base,KDT,VTBK
Nakhon Phanom Airport,KOP,VTUW
Nakhon Phanom RTAFB,KOP,VTUW
Nakhon Sawan/Takhli Air Base,TKH,VTPI
Narathiwat Airport,NAW,VTSC
Pattaya Airport,PYX,YTBF
Phitsanulok Airport,PHS,VTPP
Phuket International Airport,HKT,VTSP
Ranong Airport,UNN,VTSR
Sakon Nakhon Airport,SNO,VTUI
Songkhla Airport,SGZ,VTSH
Surat Thani Airport,URT,VTSB
Surin Airport,PXR,VTUJ
U-Tapao Airport,UTP,VTBU
Ubon Ratchathani RTAFB,UBP,VTUU
Ubon Ratchathani-Muang Ubon Airport,UBP,VTUU
Udon Thani Airport,UTH,VTUD
Udon Thani RTAFB,UTH,VTUD
Udorn Royal Thai Air Force Base,UTH,VTUD
Baucau-English Madeira Airport,BCH,WPEC
Lome Airport,LFW,DXXX
Port of Spain-Piarco Airport,POS,TTPP
Tobago Airport,TAB,TTCP
Tobago-A.N.R Robinson International Airport (TAB/TTCP),TAB,TTCP
Trinidad-Waller Field,,
Bizerte Airfield,,DTTB
Bizerte-Sidi Ahmed Air Base,,DTTB
Djerba Seaplane Base,,
Djerba-Melita Airport,DJE,DTTJ
Djerba-Zarzis Airport,DJE,DTTJ
El Djem Airfield,,
Kairouan Airport,QKN,DTTK
Monastir-Habib Bourguiba International Airport,MIR,DTMB
Tunis-Carthage Airport,TUN,DTTA
Tunis-El Aouina Airport,TUN,DTTA
Adana Airport,ADA,LTAF
Adana-Incirlik Air Base,UAB,LTAG
Afyon Airport,AFY,LTAH
Ankara (unknown airport),,
Ankara-Esenboga Airport,ESB,LTAC
Ankara-Etimesgut Air Base,ANK,LTAD
Ankara-Etimesgut Airport,ANK,LTAD
Ankara/Akinci Air Base,,LTAE
Ankara/Guvercinlik Air Base,,LTAB
Antalya Airport,AYT,LTAI
Bandirma Airport,BDM,LTBG
Bursa Airport,BTZ,LTBE
Canakkale Airport,CKZ,LTBH
Diyarbakir Airport,DIY,LTCC
Ercan Airport,ECN,LCEN
Erzincan Airport,ERC,LTCD
Erzurum Airport,ERZ,LTCE
Eskisehir Airport,ESK,LTBI
Eskisehir-Anadolu University Airport,AOE,LTBY
Isparta-Süleyman Demirel Airport,ISE,LTFC
Istanbul-Atatürk International Airport,IST,LTBA
Istanbul-Sabiha Gökçen International Airport,SAW,LTFJ
Istanbul-Yesilköy Airport,IST,LTBA
Izmir Airport,,
Izmir-Adnan Menderes Airport,ADB,LTBJ
Izmir-Cigli Air Base,IGL,LTBL
Izmir-Cigli Airport,IGL,LTBL
Izmir-Cumaovasi Airport,IZM,
Kayseri-Erkilet Air Base,ASR,LTAU
Konya Airport,KYA,LTAN
Manisa-Akhisar Air Base,,LTBT
Samsun Airport,SSX,LTAQ
Siirt Airport,SXZ,LTCL
Trabzon Airport,TZX,LTCG
Van Airport,VAN,LTCI
Ashgabat Airport,ASB,UTAA
Chardzhou Airport,CRZ,UTAV
Darvaza Airport,,
Dasoguz Airport,TAZ,UTAT
Krasnovodsk Airport,KRW,UTAK
Mary Airport,MYP,UTAM
Maryy-1 Airport,MYP,UTAM
Turkmanbashi Airport,KRW,UTAK
Grand Turk Island Airport,GDT,MBJT
North Caicos Airport,NCA,MBNC
Providenciales International Airport,PLS,MBPV
South Caicos International Airport,XSC,MBSC
Arua Airport,RUA,HUAR
Entebbe Airport,EBB,HUEN
Kasese Airport,KSE,HUKS
Masindi Airport,KCU,HUMI
Berdyansk Airport,ERD,UKDB
Bolgrad-Zhovtneve Air Base,,
Borodyanka Airfield,,UKKB
Chernigov Airport,CEJ,UKRR
Chernovtsy Airport,CWC,UKLN
Dnepropetrovsk Airport,DNK,UKDD
Donetsk Airport,DOK,UKCC
Dzhankoy Air Base,,UKFY
Gvardeyskoye Air Base,,UKFG
Irshava Airport,,
Ivano-Frankovsk Airport,IFO,UKLI
Kacha Air Base,,
Kerch Airport,KHC,UKFK
Kharkov Airport,HRK,UKHH
Kherson Airport,KHE,UKOH
Khmelnitskiy Airport,HMJ,UKLH
Kiev (unknown airport),,
Kiev-Borispol Airport,KBP,UKBB
Kiev-Gostomel Airport,GML,UKKM
Kiev-Igor Sikorsky International Airport,IEV,UKKK
Kiev-Zhulhyany Airport,IEV,UKKK
Kirovograd Airport,KGO,UKKG
Krivoy Rog Airport,KWG,UKDR
Lazurnoye Airport,,
Lugansk Airport,VSG,UKCW
Lviv-Danylo Halytskyi International Airport,LWO,UKLL
Lviv-Snilow Airport,LWO,UKLL
Melitopol Air Base,,UKDM
Mukachevo Airport,,
Nikolaev Airport,NLV,UKON
Odessa-Central Airport,ODS,UKOO
Poltava Airport,PLV,UKHP
Rivne International Airport,RWN,UKLR
Sevastopol Airport,UKS,UKFB
Stalino Airport,DOK,UKCC
Ternopol Airport,TNL,UKLT
Uzhgorod Airport,UDJ,UKLU
Vinnitsa Airport,VIN,UKWW
Vladimirets Airport,,
Voroshilovgrad Airport,VSG,UKCW
Yablunivka Airstrip,,
Zaporozhye Airport,OZH,UKDE
Zhdanov Airport,MPW,UKCM
Abu Dhabi International Airport,AUH,OMAA
Abu Dhabi-Bateen Airport,AZI,OMAD
Abu Dhabi-Bateen Airport,AUH,OMAD
Al-Fujairah-Fujairah International Airport,FJR,OMFJ
Bu Hafafa Airfield,,
Dubai Airport,DXB,OMDB
Dubai World Central-Al Maktoum International Airport,DWC,OMDW
Dubai-Palm Drop Zone Airstrip,,
Dubai-Skydive Dubai Campus Airport,,
Ra'sal-Khaymah Airport,RKT,OMRK
Sharjah Airport,SHJ,OMSJ
Aberdeen-Dyce Airport,ABZ,EGPD
Abingdon RAF Station,ABB,EGUD
Alconbury RAF Station,AYH,EGWZ
Aldermaston RAF Station,,
Aldermaston-USAAF Station 467,,
Atcham-USAAF Station 342,,
Ballykelly RAF Station,,EGQB
Barkston Heath RAF Station,,EGYE
Barrow-In-Furness-Walney Island Airport,BWF,EGNL
Bassingbourn RAF Station,,
Bedford-Thurleigh Airport,,EGSV
Belfast City Airport,BHD,EGAC
Belfast International Airport,BFS,EGAA
Belfast-Aldergrove RAF Station,BFS,EGAA
Belfast-Nutts Corner Airport,,
Benbecula Airport,BEB,EGPL
Benson RAF Station,BEX,EGUB
Birmingham International Airport,BHX,EGBB
Blackbushe Airport,BBS,EGLK
Blackpool Airport,BLK,EGNH
Blakehill Farm RAF Station,,
Boreham USAAF Station AAF-161,,
Boscombe Down RAF Station,,EGDM
Bournemouth International Airport,BOH,EGHH
Bournemouth-Hurn Airport,BOH,EGHH
Bovingdon RAF Station,,
Bowmore Seaplane Base,,
Bristol Airport,BRS,EGGD
Bristol-Whitchurch Airport,,
Brize Norton RAF Station,BZZ,EGVN
Broadwell RAF Station,,
Brooklands Airport,,EGLB
Burtonwood Airport,BUT,EGOB
Burtonwood RAF Station,BUT,EGOB
Calshot RAF Station,,
Cambridge Airport,CBG,EGSC
Campbeltown-Machrihanish Airport,CAL,EGEC
Cardiff-Wales Airport,CWL,EGFF
Cardiff/Rhoose Airport,CWL,EGFF
Cark Airport,,
Carlisle Airport,CAX,EGNC
"Castle Archdale RAF Station, Northern Ireland",,
Catterick RAF Station,,
Chalgrove Airport,,EGLJ
Chalgrove USAAF Station 465,,EGLJ
Chester/Hawarden Airport,CEG,EGNR
Chilbolton RAF Station,,
Chilbolton-USAAF Station AAF-404,,
Chipping Ongar-USAAF Station AAF-162,,
Colerne RAF Station,,
Cottesmore RAF Station,,EGXJ
Coventry-Baginton Airport,CVT,EGBE
Cranwell RAF Station,,EGYD
Crosby RAF Station,,
Derby Airport,,EGBD
Desborough RAF Station,,
Desford RAF Station,,
Dishforth RAF Station,,EGXD
Doncaster/Sheffield-Robin Hood Airport,DSA,EGCN
Down Ampney RAF Station,,
Dunsfold Airport,,EGTD
Duxford Airport,QFO,EGSU
East Midlands Airport,EMA,EGNX
Edinburgh-Turnhouse Airport,EDI,EGPH
Enstone Airfield,,EGTN
Exeter Airport,EXT,EGTE
Exeter USAAF Station AAF-463,EXT,EGTE
Fairford RAF Station,FFD,EGVA
Fairoaks Airport,,EGTF
Farnborough Airport,FAB,EGLF
Felixstowe RNAS,,
Filton Airport,FZO,EGTG
Flotta Airport,FLH,
Folkingham RAF Station,,
Folkingham-USAAF Station AAF-484,,
Forres-Kinloss RAF Station,FSS,EGQK
Fulbeck RAF Station,,
Glasgow International Airport,GLA,EGPF
Glasgow RAF Station,GLA,EGPF
Glasgow-Abbotsinch Airport,GLA,EGPF
Glasgow-Prestwick Airport,PIK,EGPK
Glasgow-Renfrew Airport,,
Gloucestershire Airport,GLO,EGBJ
Gosport-Fleetlands Heliport,PME,EGVF
Grimsby-Binbrook Airport,GSY,EGXB
Grove RAF Station,,
Grove USAAF Station AAF-519,,
"Guernsey Airport, Channel Islands",GCI,EGJB
Hamworthy RAF Station,,
Hatfield Airport,HTF,EGTH
Helensburgh RAF Station,,
Hendon Airport,HEN,
Heston Airport,,
Holmsley South RAF Station,,
Honington RAF Station,BEQ,EGXH
Hucknall Airport,,EGNA
Hullavington RAF Station,,
Hythe Seaplane Base,,
Invergordon RAF Station,,
Inverness Airport,INV,EGPE
Islay-Glenegedale Airport,ILY,EGPI
Isle of Man-Ronaldsway Airport,IOM,EGNS
"Jersey-States Airport, Channel Islands",JER,EGJJ
Killadeas RAF Station,,
Kirkwall Airport,KOI,EGPA
Lakenheath RAF Station,LKZ,EGUL
Lands End Airport,LEQ,EGHC
Langar-USAAF Station AAF-490,,
Leavesden Airport,,EGTI
Leeds/Bradford Airport,LBA,EGNM
Leeming RAF Station,,EGXE
Leicester Airport,,EGBG
"Lerwick/Tingwall Airport, Shetland Islands",LWK,EGET
Lichfield RAF Station,,
Limavady RAF Station,,
Lindholme RAF Station,,
Little Rissington RAF Station,,
Liverpool International Airport,LPL,EGGP
Liverpool-Speke Airport,LPL,EGGP
Llandow RAF Station,,
London (unknown airport),,
London Airport,LHR,EGLL
London City Airport,LCY,EGLC
London Southend Airport,SEN,EGMC
London-Biggin Hill Airport,BQH,EGKB
London-Cricklewood Aerodrome,,
London-Croydon Airport,-,-
London-Gatwick Airport,LGW,EGKK
London-Heathrow Airport,LHR,EGLL
London-Luton Airport,LTN,EGGW
London-Northolt Airport,NHT,EGWU
London-Northolt RAF Station,NHT,EGWU
London-Stansted Airport,STN,EGSS
Lossiemouth RAF Station,LMO,EGQS
Lydd International Airport,LYX,EGMD
Lympne Airport,LYM,EGMK
Lyneham RAF Station,LYE,EGDL
Maidstone-Lashenden (Headcorn) Airfield,,EGKH
Manby RAF Station,,
Manchester Airport,MAN,EGCC
Manchester International Airport,MAN,EGCC
Manchester-Ringway Airport,MAN,EGCC
Manston Airport,MSE,EGMH
Manston RAF Station,,EGUM
Manston-Kent International Airport,MSE,EGMH
Membury RAF Station,,
Membury USAAF Station 466,,
Merryfield RAF Station,,EGDW
Merryfield RAF Station,,
Merryfield USAAF Station AAF-464,,
Mildenhall RAF Station,MHZ,EGUN
Mount Batten RAF Seaplane Station,,
Netheravon Airport,,EGDN
Netheravon RAF Station,,EGDN
Newbury-Greenham Common RAF Station,EWY,EGVI
Newcastle Airport,NCL,EGNT
Newquay-Cornwall Airport,NQY,EGHQ
Newquay-St Mawgan RAF Station,NQY,EGDG
North Luffenham RAF Station,,
North Witham USAAF Station AAF-479,,
Norwich Airport,NWI,EGSH
Oakington RAF Station,,
Oban-Connel Airport,OBN,EGEO
Oxford-Kidlington Airport,OXF,EGTK
Pembroke Dock RAF Station,,
Pershore RAF Station,,
Perth International Airport,PSL,EGPT
Poole Seaplane Base,,
Porthcurno Airstrip,,
Portreath RAF Station,,
Portsmouth Airport,,
Prestwick-Heathfield Airport,PIK,EGPK
Radlett Airfield,,EGTL
Ramsbury RAF Station,,
Ramsbury-USAAF Station AAF-469,,
Riccall RAF Station,,
Rochester Airport,RCS,EGTO
Saint Andrews-Leuchars RAF Station,ADX,EGQL
Saltby RAF Station,,
Saltby-USAAF Station AAF-538,,
Sanday Airport,NDY,EGES
Scampton RAF Station,SQZ,EGXP
Sheffield City Airport,SZD,EGSY
Shoreham Airport,ESH,EGKA
Southampton water,,
Southampton-Eastleigh Airport,SOU,EGHI
Southend Municipal Airport,SEN,EGMC
Spanhoe-USAAF Station AAF-493,,
St Eval RAF Station,,
Stapleford Airport,,EGSG
Staverton Airport,GLO,EGBJ
Stoney Cross RAF Station,,
Stornoway Airport,SYY,EGPO
Stradishall RAF Station,,
Stronsay Airport,SOY,EGER
Strubby RAF Station,,
Sturgate Airport,,EGCS
"Sumburgh Airport, Shetland Islands",LSI,EGPB
Swinderby RAF Station,,EGXS
Syerston RAF Station,,
Tarrant Rushton RAF Station,,
Teesside International Airport,MME,EGNV
Thorney Island RAF Station,,
Tiree Airport,TRE,EGPU
Topcliffe RAF Station,,EGXZ
Upottery RAF Station,,
Upottery USAAF Station AAF-462,,
Valley RAF Station,VLY,EGOV
Waterbeach RAF Station,,
Watton USAAF Station AAF-376,,
Welford RAF Station,,
Welford USAAF Station 474,,
West Freugh Airport,,EGOY
West Raynham RAF Station,,
Weston-on-the-Green RAF Station,,
Wethersfield USAAF Station 170,,
Whitchurch Airport,,
Wick Airport,WIC,EGPC
Wick RAF Station,,
Wigsley RAF Station,,
Wisley Airfield,,
Woodbridge RAF Station,WOB,EGVG
Woodford Airport,WFD,EGCD
Woodley Airport,,
Woolsington Airport,NCL,EGNT
Wyton Airport,QUY,EGUY
Zeals RAF Station,,
Artigas Airport,ATI,SUAG
Carmelo/Zagarzazú International Airport,,SUCM
Colonia Airport,CYR,SUCA
Montevideo-Carrasco Airport,MVD,SUMU
Punta Del Este Airport,PDP,SUPE
Rivera Airport,RVY,SURV
Salto Airport,STY,SUSO
"Aberdeen Municipal Airport, SD",ABR,KABR
"Aberdeen-Monroe County Airport, MS",,
"Abilene Regional Airport, TX",ABI,KABI
"Abilene-Dyess AFB, TX",DYS,KDYS
"Adak Airport, AK",ADK,PADK
"Adak Naval Air Facility, AK",ADK,PADK
"Adak-Davis Army Airfield, AK",ADK,PADK
"Ainsworth Airport, NE",ANW,KANW
"Akron/Canton Regional Airport, OH",CAK,KCAK
"Akron/Canton-Fulton International Airport, OH",AKC,KAKR
